Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
3740,3794,3795,20,zambia,0,23,1,1,6.0,6.0,8.0,3.0,anger,My younger brother destroyed and gave away some of the books that I had intended to keep for as long as possible.,,protestant,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion.
3741,3795,3796,20,zambia,0,23,1,1,6.0,6.0,8.0,4.0,sadness,"When a close relative of mine passed away, it was the first time that someone so close to me had died.",,protestant,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Grief
3742,3796,3797,20,zambia,0,23,1,1,6.0,6.0,8.0,5.0,disgust,A person whom I thought to be honest took and spend the little money that I had and I had no way of getting any money in the few following months.,,protestant,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion
3743,3797,3798,20,zambia,0,23,1,1,6.0,6.0,8.0,6.0,shame,"While watching a religious film, I got very excited and made a number of comments which were reproached to me by an elderly person who respected me.",,protestant,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Regret
3744,3798,3799,20,zambia,0,23,1,1,6.0,6.0,8.0,7.0,guilt,I beat up a female friend after I heard the defamatory stories that she had been telling.  I was later called to explain my behaviour.,,protestant,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Regret
3745,3799,3800,20,zambia,2,21,2,1,6.0,6.0,8.0,1.0,joy,"My 21st birthday celebration, when I cut the cake and received the presents.",female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Gratitude.
3746,3800,3801,20,zambia,2,21,2,1,6.0,6.0,8.0,2.0,fear,Before one of my final exams of the third year - natural sciences.,female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Mindfulness
3747,3801,3802,20,zambia,2,21,2,1,6.0,6.0,8.0,3.0,anger,When some seniors tried to scold and insult some juniors on account of what the juniors were supposed to have said at secondary school.,female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion.
3748,3802,3803,20,zambia,2,21,2,1,6.0,6.0,8.0,4.0,sadness,"When an uncle of mine, who was close to me, passed away after having had a stroke, before his first daughter could be named.",female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion
3749,3803,3804,20,zambia,2,21,2,1,6.0,6.0,8.0,5.0,disgust,When my sister's boyfriend accused her of having been sleeping around.,female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion.
3750,3804,3805,20,zambia,2,21,2,1,6.0,6.0,8.0,6.0,shame,When I could not hold my bladder while making a telephone call and ended up wetting myself.,female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Embarrassment
3751,3805,3806,20,zambia,2,21,2,1,6.0,6.0,8.0,7.0,guilt,When I was made to feel responsible for the emotional state a friend of mine was in.,female,catholic,practicing,white collar nonacademic,white collar nonacademic,medical,zambia,Compassion
3752,3806,3807,17,netherlands,2,20,2,2,5.0,1.0,1.0,4.0,sadness,My fiancT left me for my best friend.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Sadness
3753,3807,3808,17,netherlands,2,20,2,2,5.0,1.0,1.0,5.0,disgust,People who discriminate other people disgust me.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3754,3808,3809,17,netherlands,2,20,2,2,5.0,1.0,1.0,6.0,shame,"On New Years eve I drank too much alcohol, so much that I had to vomit in the presence of other people.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Regret
3755,3809,3810,17,netherlands,2,20,2,2,5.0,1.0,1.0,7.0,guilt,I have cut loose from my father a few years ago. I know he is very sad about this.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3756,3810,3811,17,netherlands,2,20,2,2,4.0,1.0,1.0,1.0,joy,A recurrent lovesickness.,female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Attachment
3757,3811,3812,17,netherlands,2,20,2,2,4.0,1.0,1.0,2.0,fear,I was sexually assaulted one night by a stranger.,female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion.
3758,3812,3813,17,netherlands,2,20,2,2,4.0,1.0,1.0,3.0,anger,Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.,female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3759,3813,3814,17,netherlands,2,20,2,2,4.0,1.0,1.0,4.0,sadness,The dying of a close member of the family.,female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion.
3760,3814,3815,17,netherlands,2,20,2,2,4.0,1.0,1.0,5.0,disgust,"Seeing maltreated, dead animals.",female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion.
3761,3815,3816,17,netherlands,2,20,2,2,4.0,1.0,1.0,6.0,shame,A much older man took advantage of me during my childhood (four to eight years of age).,female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3762,3816,3817,17,netherlands,2,20,2,2,4.0,1.0,1.0,7.0,guilt,"When my friend needed my help very much and I, at that moment, made an end to our relationship.",female,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Regret
3763,3817,3818,17,netherlands,2,25,2,2,2.0,1.0,1.0,1.0,joy,When I passed a very important exam.,female,catholic,not practising,unemployed,housewife,psychology,netherlands,Gratitude
3764,3818,3819,17,netherlands,2,25,2,2,2.0,1.0,1.0,2.0,fear,When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.,female,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion.
3765,3819,3820,17,netherlands,2,25,2,2,2.0,1.0,1.0,3.0,anger,"A friend came to visit me late one night. He promised to stay only a quarter of an hour, but he stayed 5 hours !! He didn't leave and I was very angry.",female,catholic,not practising,unemployed,housewife,psychology,netherlands,Frustration
3766,3820,3821,17,netherlands,2,25,2,2,2.0,1.0,1.0,4.0,sadness,"I had to terminate a training because I wasn't suited for it. I was very sad about this, because I very much wanted to finish that training.",female,catholic,not practising,unemployed,housewife,psychology,netherlands,Disappointment
3767,3821,3822,17,netherlands,2,25,2,2,2.0,1.0,1.0,5.0,disgust,During my birthday party a friend drank too much alcohol. So much that he had to throw up. Worst of all was that he couldn't leave my friend alone and that he was molesting her.,female,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion
3768,3822,3823,17,netherlands,2,25,2,2,2.0,1.0,1.0,6.0,shame,I tried to swindle a jeweller because my watch was broken and I wanted to have it repaired it was a pity but they detected it.,female,catholic,not practising,unemployed,housewife,psychology,netherlands,Regret
3769,3823,3824,17,netherlands,2,25,2,2,2.0,1.0,1.0,7.0,guilt,"Someone had to do a lot of efforts to make something work. With my help he would have finished much sooner, but I wasn't in the mood to help him.",female,catholic,not practising,unemployed,housewife,psychology,netherlands,Regret
3770,3824,3825,17,netherlands,1,22,8,1,6.0,1.0,1.0,1.0,joy,I went to visit friends and it was very companionable.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Joy
3771,3825,3826,17,netherlands,1,22,8,1,6.0,1.0,1.0,2.0,fear,"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me.",male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Fear.
3772,3826,3827,17,netherlands,1,22,8,1,6.0,1.0,1.0,3.0,anger,During military service a superior reproached me unjustly. This led to friction in a lot of situations.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Compassion
3773,3827,3828,17,netherlands,1,22,8,1,6.0,1.0,1.0,4.0,sadness,Disappointed love. The girl made an end to our relationship while I thought she was in love with me.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Sadness
3774,3828,3829,17,netherlands,1,22,8,1,6.0,1.0,1.0,5.0,disgust,During military service I heard the story of someone who tried to commit suicide and as a result of this got a week custody.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Compassion
3775,3829,3830,17,netherlands,1,22,8,1,6.0,1.0,1.0,6.0,shame,I thought of myself as being clumsy when I made love for the first time with a girl.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Self-consciousness
3776,3830,3831,17,netherlands,1,22,8,1,6.0,1.0,1.0,7.0,guilt,A friend of mine had a bicycle-accident because I pulled at his handlebar.,male,areligious,practicing,white collar nonacademic,housewife,psychology,netherlands,Regret
3777,3831,3832,17,netherlands,1,21,2,2,4.0,1.0,1.0,1.0,joy,Sitting alone in a quiet room concentrating on things happening around me which pleases me.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Contentment
3778,3832,3833,17,netherlands,1,21,2,2,4.0,1.0,1.0,2.0,fear,"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid.",male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Mindfulness
3779,3833,3834,17,netherlands,1,21,2,2,4.0,1.0,1.0,3.0,anger,When a teacher tells a story which isn't true. It only reflects his way of interpreting reality.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3780,3834,3835,17,netherlands,1,21,2,2,4.0,1.0,1.0,4.0,sadness,I have high expectations for my future but if I pursue the subject in this manner I will not attain this.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Disappointment.
3781,3835,3836,17,netherlands,1,21,2,2,4.0,1.0,1.0,5.0,disgust,I heard a broadcasting programme about parapsychology. The people in this programme used very difficult words which I couldn't understand. They acted exaggerated without showing any feeling.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Curiosity
3782,3836,3837,17,netherlands,1,21,2,2,4.0,1.0,1.0,6.0,shame,A girl asked me why I didn't dance. I told her I was ashamed to dance. I felt myself ashamed having to tell her this.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Shame
3783,3837,3838,17,netherlands,1,21,2,2,4.0,1.0,1.0,7.0,guilt,I saved up money for a good purpose. As I also have to organise a party I am afraid there will rest only a little money for the good purpose I feel guilty about this.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Regret
3784,3838,3839,17,netherlands,1,22,2,2,2.0,1.0,1.0,1.0,joy,My sister and brother in law returned from Sri Lanka where they adopted a child. I went to pick them up at the airport.,male,catholic,not practising,unemployed,housewife,psychology,netherlands,Joy
3785,3839,3840,17,netherlands,1,22,2,2,2.0,1.0,1.0,2.0,fear,During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude.,male,catholic,not practising,unemployed,housewife,psychology,netherlands,Regret
3786,3840,3841,17,netherlands,1,22,2,2,2.0,1.0,1.0,3.0,anger,I work at a petrol station. When there is a foreigner who wants petrol my collegues treat him very impolite.,male,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion.
3787,3841,3842,17,netherlands,1,22,2,2,2.0,1.0,1.0,4.0,sadness,"An uncle of mine who just retired, having worked hard all his life, got a cerebral hemorrhage.",male,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion.
3788,3842,3843,17,netherlands,1,22,2,2,2.0,1.0,1.0,5.0,disgust,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much.,male,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion
3789,3843,3844,17,netherlands,1,22,2,2,2.0,1.0,1.0,6.0,shame,When I went to a disco with a friend I started behaving badly embarrassing him without reason.,male,catholic,not practising,unemployed,housewife,psychology,netherlands,Regret
3790,3844,3845,17,netherlands,1,22,2,2,2.0,1.0,1.0,7.0,guilt,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades.",male,catholic,not practising,unemployed,housewife,psychology,netherlands,Compassion
3791,3845,3846,17,netherlands,1,22,2,2,4.0,1.0,1.0,1.0,joy,When I got my drivers licence.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Gratitude
3792,3846,3847,17,netherlands,1,22,2,2,4.0,1.0,1.0,2.0,fear,When I stayed alone in a house in Great Brittain and there was a lot of rumour in the newspaper about a murderer still being free.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Fear.
3793,3847,3848,17,netherlands,1,22,2,2,4.0,1.0,1.0,3.0,anger,The stories about the way my grandmother treated my mother.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3794,3848,3849,17,netherlands,1,22,2,2,4.0,1.0,1.0,4.0,sadness,When my mother was proved to suffer from a very serious disease.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3795,3849,3850,17,netherlands,1,22,2,2,4.0,1.0,1.0,5.0,disgust,The stories about my aunt who was beaten and humiliated by my uncle.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Compassion
3796,3850,3851,17,netherlands,1,22,2,2,4.0,1.0,1.0,6.0,shame,"I omitted to do a favor to a friend, while he was very much in need for help.",male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Regret
3797,3851,3852,17,netherlands,1,22,2,2,4.0,1.0,1.0,7.0,guilt,When I had a little accident with my boss'car.,male,catholic,not practising,blue collar untrained,housewife,psychology,netherlands,Mindfulness
3798,3852,3853,17,netherlands,2,19,2,2,8.0,1.0,1.0,1.0,joy,Every year during carnival I am very joyful I have an intense feeling of happiness then.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Joy.
3799,3853,3854,17,netherlands,2,19,2,2,8.0,1.0,1.0,2.0,fear,The only event I can remember is having a nightmare when I was very young (3 years old) I dreamt about a machine which was going to crush me.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Fear.
3800,3854,3855,17,netherlands,2,19,2,2,8.0,1.0,1.0,3.0,anger,I am usually angry at myself. This happens often. For instace when I want to pet without falling in love and it soon proves that I have fallen in love with him.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion.
3801,3855,3856,17,netherlands,2,19,2,2,8.0,1.0,1.0,4.0,sadness,Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Sadness
3802,3856,3857,17,netherlands,2,19,2,2,8.0,1.0,1.0,5.0,disgust,There is a person whom I disgust. Evrey time I see her I get this terrible feeling I disgust her whole appearance.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3803,3857,3858,17,netherlands,2,19,2,2,8.0,1.0,1.0,6.0,shame,When I am angry at someone without a good reason. Later on it proves that he didn't do anything wrong.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Regret
3804,3858,3859,17,netherlands,2,19,2,2,8.0,1.0,1.0,7.0,guilt,My mother always evokes feelings of guilt in me. For instance when I miss the last bus I know she will be concerned for me and stay awake till I arrive.,female,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion
3805,3859,3860,17,netherlands,1,19,8,2,5.0,1.0,1.0,1.0,joy,When I came again in contact with a girl I liked very much. And most important she also liked me.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Joy
3806,3860,3861,17,netherlands,1,19,8,2,5.0,1.0,1.0,2.0,fear,DO NOT REMEMBER.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Equanimity
3807,3861,3862,17,netherlands,1,19,8,2,5.0,1.0,1.0,3.0,anger,After a hard day at the university I also had to make dinner that evening. It failed because of a frying pan which broke.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Acceptance
3808,3862,3863,17,netherlands,1,19,8,2,5.0,1.0,1.0,4.0,sadness,When my father had a cerebral hemorrhage.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Compassion.
3809,3863,3864,17,netherlands,1,19,8,2,5.0,1.0,1.0,5.0,disgust,A story I heard recently about a baby dying after sexual abuse.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3810,3864,3865,17,netherlands,1,19,8,2,5.0,1.0,1.0,6.0,shame,During a party I overheard a conversation about china. When I wanted to give my opinion one of the people came out to be Chinese and his opinion was right of course.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Humility
3811,3865,3866,17,netherlands,1,19,8,2,5.0,1.0,1.0,7.0,guilt,When I didn't bring my girlfriend home one night. Later she told me that a cardriver solicited her.,male,areligious,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3812,3866,3867,17,netherlands,1,27,2,2,8.0,1.0,1.0,1.0,joy,When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.,male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Gratitude
3813,3867,3868,17,netherlands,1,27,2,2,8.0,1.0,1.0,2.0,fear,Standing in a crowed shop or in a closed room with too much people in it. This gives me a fearful experience.,male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Anxiety
3814,3868,3869,17,netherlands,1,27,2,2,8.0,1.0,1.0,3.0,anger,My older brother who gives me unwanted advices about problems in my relationship with my girlfriend.,male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Patience
3815,3869,3870,17,netherlands,1,27,2,2,8.0,1.0,1.0,4.0,sadness,My girlfriend left the house in which we lived together a few months ago. This made me very sad.,male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Sadness
3816,3870,3871,17,netherlands,1,27,2,2,8.0,1.0,1.0,5.0,disgust,"When my parents behave very witty towards me, they make insipid jokes about which they laugh. Or my mother who treats me like a little child.",male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Compassion.
3817,3871,3872,17,netherlands,1,27,2,2,8.0,1.0,1.0,6.0,shame,Making an unexpected talk with a professor in the canteen. This made me shy.,male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Embarrassment
3818,3872,3873,17,netherlands,1,27,2,2,8.0,1.0,1.0,7.0,guilt,"Flirting with other girls while I already had a very good relationship. When there are problems in my relationship, the flirting increases as does the feeling of guilt.",male,catholic,not practising,self-employed nonacademic,housewife,psychology,netherlands,Regret.
3819,3873,3874,17,netherlands,2,22,2,2,6.0,1.0,1.0,1.0,joy,"Occurs frequently. A recent experience: when going out with many friends, nice music, after the examinations, I felt so happy I could have embraced everybody.",female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Joy
3820,3874,3875,17,netherlands,2,22,2,2,6.0,1.0,1.0,2.0,fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious.",female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Anxiety
3821,3875,3876,17,netherlands,2,22,2,2,6.0,1.0,1.0,3.0,anger,Being treated unfairly and being hurt by someone I love.,female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Compassion.
3822,3876,3877,17,netherlands,2,22,2,2,6.0,1.0,1.0,4.0,sadness,"When I finished a relation after four years, leading to much sorrow for the other one and myself (although it was the best solution).",female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Compassion.
3823,3877,3878,17,netherlands,2,22,2,2,6.0,1.0,1.0,5.0,disgust,"Every time I meet a certain person. We cannot get on well together, we dislike each other.",female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Compassion
3824,3878,3879,17,netherlands,2,22,2,2,6.0,1.0,1.0,6.0,shame,When coming up for trial because of shop lifting.,female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Regret
3825,3879,3880,17,netherlands,2,22,2,2,6.0,1.0,1.0,7.0,guilt,Being catched when stealing.,female,catholic,not practising,white collar nonacademic,housewife,psychology,netherlands,Shame
3826,3880,3881,17,netherlands,2,19,2,2,5.0,1.0,1.0,1.0,joy,I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Joy
3827,3881,3882,17,netherlands,2,19,2,2,5.0,1.0,1.0,2.0,fear,One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car.,female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Fear.
3828,3882,3883,17,netherlands,2,19,2,2,5.0,1.0,1.0,3.0,anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Anger
3829,3883,3884,17,netherlands,2,19,2,2,5.0,1.0,1.0,4.0,sadness,"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Sadness
3830,3884,3885,17,netherlands,2,19,2,2,5.0,1.0,1.0,5.0,disgust,"A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Compassion
3831,3885,3886,17,netherlands,2,19,2,2,5.0,1.0,1.0,6.0,shame,"I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Embarrassment
3832,3886,3887,17,netherlands,2,19,2,2,5.0,1.0,1.0,7.0,guilt,"I was of the opinion that 12.00 pm was too early to be back at home after going out, so I stayed away longer, knowing that my mother would be worried.",female,catholic,not practising,blue collar trained,housewife,psychology,netherlands,Regret
3833,3887,3888,17,netherlands,2,24,2,2,2.0,5.0,1.0,1.0,joy,I was called and invited to have a talk about a job I wanted to have.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Gratitude.
3834,3888,3889,17,netherlands,2,24,2,2,2.0,5.0,1.0,2.0,fear,Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Compassion
3835,3889,3890,17,netherlands,2,24,2,2,2.0,5.0,1.0,3.0,anger,There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Regret
3836,3890,3891,17,netherlands,2,24,2,2,2.0,5.0,1.0,4.0,sadness,The end of a relationship (after 4 years) by doing this I hurt the other person very much.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Compassion.
3837,3891,3892,17,netherlands,2,24,2,2,2.0,5.0,1.0,5.0,disgust,I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Compassion
3838,3892,3893,17,netherlands,2,24,2,2,2.0,5.0,1.0,6.0,shame,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Shame.
3839,3893,3894,17,netherlands,2,24,2,2,2.0,5.0,1.0,7.0,guilt,Against the will and without the approval of my parents I went for a few days to my boyfriend in Germany.,female,catholic,not practising,unemployed,blue collar trained,psychology,netherlands,Guilt.
3840,3894,3895,17,netherlands,2,26,1,1,8.0,8.0,1.0,1.0,joy,When a friend of me came for an unexpected visit.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Gratitude
3841,3895,3896,17,netherlands,2,26,1,1,8.0,8.0,1.0,2.0,fear,When I thought the house was on fire at night.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Fear.
3842,3896,3897,17,netherlands,2,26,1,1,8.0,8.0,1.0,3.0,anger,When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Compassion.
3843,3897,3898,17,netherlands,2,26,1,1,8.0,8.0,1.0,4.0,sadness,When the mother of a good friend of mine died.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Compassion
3844,3898,3899,17,netherlands,2,26,1,1,8.0,8.0,1.0,5.0,disgust,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Compassion
3845,3899,3900,17,netherlands,2,26,1,1,8.0,8.0,1.0,6.0,shame,I was very angry at someone.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Compassion.
3846,3900,3901,17,netherlands,2,26,1,1,8.0,8.0,1.0,7.0,guilt,That I didn't take the time to make an appointment with someone.,female,protestant,practicing,self-employed nonacademic,self-employed nonacademic,psychology,netherlands,Regret
3847,3901,3902,17,netherlands,2,20,2,2,9.0,1.0,1.0,1.0,joy,After I saw my family and good friends back after staying one year in a foreign country. ,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Joy
3848,3902,3903,17,netherlands,2,20,2,2,9.0,1.0,1.0,2.0,fear,When a good friend of mine behaved in a very cool manner to me for a very long time.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion
3849,3903,3904,17,netherlands,2,20,2,2,9.0,1.0,1.0,3.0,anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion
3850,3904,3905,17,netherlands,2,20,2,2,9.0,1.0,1.0,4.0,sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Sadness
3851,3905,3906,17,netherlands,2,20,2,2,9.0,1.0,1.0,5.0,disgust,When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course).,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion.
3852,3906,3907,17,netherlands,2,20,2,2,9.0,1.0,1.0,6.0,shame,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Shame
3853,3907,3908,17,netherlands,2,20,2,2,9.0,1.0,1.0,7.0,guilt,A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Regret
3854,3908,3909,17,netherlands,2,22,2,2,9.0,1.0,1.0,1.0,joy,When I go out with my friend with enough money and good sense to our favorite dancing.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Joy
3855,3909,3910,17,netherlands,2,22,2,2,9.0,1.0,1.0,2.0,fear,When going out I am threatened regularly by two punk-girls.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion
3856,3910,3911,17,netherlands,2,22,2,2,9.0,1.0,1.0,3.0,anger,A friend started to shout at me. He called me an old frump.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion
3857,3911,3912,17,netherlands,2,22,2,2,9.0,1.0,1.0,4.0,sadness,My relationship with a boyfriend was finished and I didn't succeed a years-course.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Impermanence
3858,3912,3913,17,netherlands,2,22,2,2,9.0,1.0,1.0,5.0,disgust,My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Compassion
3859,3913,3914,17,netherlands,2,22,2,2,9.0,1.0,1.0,6.0,shame,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut.,female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Shame
3860,3914,3915,17,netherlands,2,22,2,2,9.0,1.0,1.0,7.0,guilt,"When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then.",female,catholic,not practising,self-employed academic,housewife,psychology,netherlands,Remorse.
3861,3915,3916,17,netherlands,1,30,8,2,4.0,1.0,1.0,1.0,joy,When I made the winning goal during a very important football game.,male,areligious,not practising,blue collar untrained,housewife,psychology,netherlands,Gratitude.
